ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
111742771,Photo,Albatros de las Galápagos,Phoebastria irrorata,,Brian Sullivan,2017-07-12,2017,7,12,926,Peru,PE-CAL,El Callao,,"South Pacific Ocean (-12.2670,-77.6350)",-12.2669820,-77.6350290,Adult,,Unspecified,"","",,,,,,,S38106288,"",,,,,Phoebastria irrorata,wavalb,Species,6679,,5.00,24,,3000,5000
429443351,Photo,Cigüeñuela de Cuello Negro,Himantopus mexicanus,,Ben  Lucking,2022-02-12,2022,2,12,1434,Peru,PE-CAL,El Callao,,ACR Humedales de Ventanilla,-11.8757588,-77.1480560,"",Flying,Unspecified,"","",,,,,,,S102532539,"",,,,,Himantopus mexicanus,bknsti,Species,5626,,4.80,40,"",1923,2884
239223231,Photo,Hemispingo de Parodi,Kleinothraupis parodii,,Peter Hawrylyshyn,2016-09-21,2016,9,21,1230,Peru,PE-CUS,Cuzco [Cusco],,ACP Abra Málaga (Valqui B2),-13.1150667,-72.3490667,Adult – 1,,Unspecified,"","",,,,,,,S31762267,"",,,,,Kleinothraupis parodii,parhem1,Species,33540,,4.90,29,,1530,2296
424184721,Photo,Buco Listado de Negro,Malacoptila fulvogularis,,Ben  Lucking,2022-02-06,2022,2,6,1155,Peru,PE-JUN,Junín,,Hacienda Armorique,-11.0428674,-75.3701903,"",,Unspecified,"","",,,,,,,S102156290,"",,,,,Malacoptila fulvogularis,blspuf1,Species,9971,,4.70,54,,1853,2780
418557281,Photo,Lechuza Tropical,Megascops choliba,,Jefferson Shank,2021-08-09,2021,8,9,1908,Peru,PE-LOR,Loreto,,"Auto selected -3.88058, -70.29029",-3.8805820,-70.2902950,"",,Unspecified,"","",,,,,,,S93230343,"",,,,,Megascops choliba,trsowl,Species,8386,,4.70,54,,3671,5506
420877711,Photo,Estrella de Pecho Negro,Oreotrochilus melanogaster,,Ben  Lucking,2022-02-10,2022,2,10,1054,Peru,PE-JUN,Junín,,RN de Junín--Mirador de Conoc,-11.0549620,-76.1568626,Adult Male – 1,,Unspecified,"","",,,,,,,S102398412,"",,,,,Oreotrochilus melanogaster,blbhil1,Species,4393,,4.96,25,,2815,4223
420877591,Photo,Estrella de Pecho Negro,Oreotrochilus melanogaster,,Ben  Lucking,2022-02-10,2022,2,10,1054,Peru,PE-JUN,Junín,,RN de Junín--Mirador de Conoc,-11.0549620,-76.1568626,Adult Male – 1,,Unspecified,"","",,,,,,,S102398412,"",,,,,Oreotrochilus melanogaster,blbhil1,Species,4393,,4.96,25,,2514,3771
419654791,Photo,Saltarín de Gorro Cerúleo,Lepidothrix coeruleocapilla,,Ben  Lucking,2022-02-04,2022,2,4,838,Peru,PE-JUN,Junín,,Hacienda Armorique,-11.0428674,-75.3701903,Adult Male – 1,,Unspecified,"","",,,,,,,S102014213,"",,,,,Lepidothrix coeruleocapilla,cecman1,Species,,,4.66,65,,1978,2967
416586971,Photo,Zambullidor de Junín,Podiceps taczanowskii,,Ben  Lucking,2022-02-10,2022,2,10,713,Peru,PE-JUN,Junín,,RN de Junín--Lago Junín/Chinchaycocha,-11.0166885,-76.0913086,"",,Unspecified,"","",,,,,,,S102398342,"",,,,,Podiceps taczanowskii,jungre1,Species,1815,,5.00,23,,1766,2649
425610401,Photo,Pardusco,Nephelornis oneilli,,Ben  Lucking,2022-02-08,2022,2,8,535,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,"",,Unspecified,"","",,,,,,,S102308626,"",,,,,Nephelornis oneilli,pardus2,Species,33597,,4.93,27,,1852,2778
57334901,Photo,Colibrí Cola de Espátula,Loddigesia mirabilis,,Peter Hawrylyshyn,2014-01-10,2014,1,10,730,Peru,PE-AMA,Amazonas,,Reserva Huembo,-5.8576587,-77.9847295,Male,,Unspecified,"","",,,,,,,S17279529,"",,,,,Loddigesia mirabilis,marspa1,Species,,,4.79,38,,999,999
429040161,Photo,Rayo-de-Sol Brillante,Aglaeactis cupripennis,,Ben  Lucking,2022-01-30,2022,1,30,1308,Peru,PE-LIM,Lima,,"Auto selected -11.62373, -76.43144",-11.6237300,-76.4314420,"",,Unspecified,"","",,,,,,,S101763747,"",,,,,Aglaeactis cupripennis,shisun1,Species,4500,,4.73,45,,2056,3084
420877581,Photo,Estrella de Pecho Negro,Oreotrochilus melanogaster,,Ben  Lucking,2022-02-10,2022,2,10,1054,Peru,PE-JUN,Junín,,RN de Junín--Mirador de Conoc,-11.0549620,-76.1568626,Adult Male – 1,,Unspecified,"","",,,,,,,S102398412,"",,,,,Oreotrochilus melanogaster,blbhil1,Species,4393,,4.92,26,,1828,2742
425288661,Photo,Pincha-Flor Bigotudo,Diglossa mystacalis,,Ben  Lucking,2022-02-08,2022,2,8,535,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,"",,Unspecified,"","",,,,,,,S102308626,"",,,,,Diglossa mystacalis,mouflo1,Species,34129,,4.61,76,,1669,2503
421870101,Photo,Chirigüe de Lomo Brillante,Sicalis uropygialis,,Ben  Lucking,2022-02-10,2022,2,10,1054,Peru,PE-JUN,Junín,,RN de Junín--Mirador de Conoc,-11.0549620,-76.1568626,"",,Unspecified,"","",,,,,,,S102398412,"",,,,,Sicalis uropygialis,bryfin1,Species,34311,,4.96,24,,1641,2461
68155481,Photo,Tirano de Cola Larga,Colonia colonus,,Bradley Hacker 🦜,2017-08-24,2017,8,24,605,Peru,PE-CUS,Cuzco [Cusco],,Cock-of-the-Rock Lodge & Manu Paradise Lodge,-13.0558486,-71.5452057,"",,Unspecified,"","",,,,,,,S39026295,"",,,,,Colonia colonus,lottyr1,Species,,,4.96,24,,2817,4226
420877781,Photo,Estrella de Pecho Negro,Oreotrochilus melanogaster,,Ben  Lucking,2022-02-10,2022,2,10,1054,Peru,PE-JUN,Junín,,RN de Junín--Mirador de Conoc,-11.0549620,-76.1568626,Adult Male – 1,,Unspecified,"","",,,,,,,S102398412,"",,,,,Oreotrochilus melanogaster,blbhil1,Species,4393,,4.92,25,,2617,3926
77583131,Photo,Flamenco Chileno,Phoenicopterus chilensis,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40486650,"",,,,,Phoenicopterus chilensis,chifla1,Species,1743,,4.92,25,,2882,4803
57334921,Photo,Colibrí Cola de Espátula,Loddigesia mirabilis,,Peter Hawrylyshyn,2014-01-10,2014,1,10,730,Peru,PE-AMA,Amazonas,,Reserva Huembo,-5.8576587,-77.9847295,Adult Male,,Unspecified,"","",,,,,,,S17279529,"",,,,,Loddigesia mirabilis,marspa1,Species,,,4.76,41,,4200,5400
112429311,Photo,Guacamayo Rojo y Verde,Ara chloropterus,,Jon Irvine,2018-07-30,2018,7,30,629,Peru,PE-MDD,Madre de Dios,,Manú Wildlife Center (Valqui A5.1),-12.3554500,-70.7064000,"","",Unspecified,"","",,,,,,,S48090148,"",,,,,Ara chloropterus,ragmac1,Species,,,4.74,43,Dead,1948,2923
64384961,Photo,Albatros de las Galápagos,Phoebastria irrorata,,Brian Sullivan,2017-07-12,2017,7,12,926,Peru,PE-CAL,El Callao,,"South Pacific Ocean (-12.2670,-77.6350)",-12.2669820,-77.6350290,Adult,,Unspecified,"","",,,,,,,S38106288,"",,,,,Phoebastria irrorata,wavalb,Species,6679,,4.92,24,,1500,2500
61001221,Photo,Gaviotín Zarcillo,Larosterna inca,,Anonymous,2011-03-17,2011,3,17,0,Peru,PE-LIM,Lima,,Pucusana (pueblo),-12.4826632,-76.7970890,"",,Unspecified,"","",,,,,,,S7997981,"",,,,,Larosterna inca,incter1,Species,6502,,4.75,36,,1616,2990
424831071,Photo,Tangara-de-Montaña de Dorso Dorado,Cnemathraupis aureodorsalis,,Ben  Lucking,2022-02-08,2022,2,8,535,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,Immature – 1,Foraging or Eating,Unspecified,"","",,,,,,,S102308626,"",,,,,Cnemathraupis aureodorsalis,gbmtan1,Species,33724,,4.76,34,"",2450,3675
85637411,Photo,Elanio Perla,Gampsonyx swainsonii,,Roger Ahlman,2018-01-19,2018,1,19,900,Peru,PE-CAJ,Cajamarca,,Rio Marañón--Balsas (Dept. Cajamarca),-6.8483733,-78.0318761,Adult,,Unspecified,"","",,,,,,,S42079643,"",,,,,Gampsonyx swainsonii,peakit1,Species,7434,,4.76,33,,594,850
417385131,Photo,Gaviotín Zarcillo,Larosterna inca,,Ben  Lucking,2022-01-29,2022,1,29,827,Peru,PE-LIM,Lima,,El Salto del Fraile,-12.1705163,-77.0366330,Adult – 1,,Unspecified,"","",,,,,,,S101644501,"",,,,,Larosterna inca,incter1,Species,6502,,4.91,23,,3712,5568
416586951,Photo,Zambullidor de Junín,Podiceps taczanowskii,,Ben  Lucking,2022-02-10,2022,2,10,713,Peru,PE-JUN,Junín,,RN de Junín--Lago Junín/Chinchaycocha,-11.0166885,-76.0913086,"",,Unspecified,"","",,,,,,,S102398342,"",,,,,Podiceps taczanowskii,jungre1,Species,1815,,4.95,21,,1539,2309
77579351,Photo,Gaviota Gris,Leucophaeus modestus,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40486650,"",,,,,Leucophaeus modestus,grygul,Species,6294,,5.00,19,,2824,4706
74029941,Photo,Cormorán de Pata Roja,Poikilocarbo gaimardi,,Blake Matheson,2017-10-14,2017,10,14,923,Peru,PE-LIM,Lima,,Isla Pucusana,-12.4758920,-76.8004203,"",,Unspecified,"","",,,,,,,S39915531,"",,,,,Poikilocarbo gaimardi,relcor1,Species,7033,,5.00,19,,2935,4514
61672371,Photo,Churrete de Vientre Blanco,Cinclodes palliatus,,Anonymous,2013-06-29,2013,6,29,711,Peru,PE-JUN,Junín,,"PE-Junín Region - -11.4090x-76.2453 - Jun 29, 2013, 10:44 PM",-11.4089770,-76.2452780,"",,Unspecified,"","",,,,,,,S14981299,"",,,,,Cinclodes palliatus,whbcin1,Species,14481,,5.00,19,,2743,4271
85637801,Photo,Lechucita de las Yungas,Glaucidium bolivianum,,Roger Ahlman,2018-01-19,2018,1,19,1300,Peru,PE-AMA,Amazonas,,Abra Barro Negro--Saullamur,-6.8151157,-77.9444629,Adult,,Unspecified,"","",,,,,,,S42078776,"",,,,,Glaucidium bolivianum,yupowl1,Species,,,4.73,33,,620,850
372577561,Photo,Piquero Peruano,Sula variegata,,Jory Teltser,2021-09-23,2021,9,23,750,Peru,PE-LIM,Lima,,Isla Pucusana,-12.4758920,-76.8004203,"",,Unspecified,"","",,,,,,,S95051528,"",,,,,Sula variegata,perboo1,Species,6997,,4.67,39,,1879,2817
217157041,Photo,Gallareta Gigante,Fulica gigantea,,Lars Petersson,2019-12-09,2019,12,9,1145,Peru,PE-ANC,Ancash,,"Huanzala reservoir, Ancash",-9.8678480,-76.9868140,Adult – 1,,Unspecified,"","",,,,,,,S63849993,"",,,An adult Giant Coot showing its big red feet and long toes.,,Fulica gigantea,giacoo1,Species,5344,,4.91,22,,1080,1629
116883371,Photo,Tangara-de-Montaña de Vientre Escarlata,Anisognathus igniventris,,Alex Wiebe,2018-09-14,2018,9,14,1412,Peru,PE-CUS,Cuzco [Cusco],,"(-13.1817,-71.5961)",-13.1816670,-71.5960920,"",,Unspecified,"","",,,,,,,S48600703,"",,,,,Anisognathus igniventris,sbmtan1,Species,33737,,4.95,20,,2539,4334
420877621,Photo,Estrella de Pecho Negro,Oreotrochilus melanogaster,,Ben  Lucking,2022-02-10,2022,2,10,1054,Peru,PE-JUN,Junín,,RN de Junín--Mirador de Conoc,-11.0549620,-76.1568626,Adult Male – 1,,Unspecified,"","",,,,,,,S102398412,"",,,,,Oreotrochilus melanogaster,blbhil1,Species,4393,,4.87,23,,2743,4114
263178061,Photo,Churrete de Vientre Blanco,Cinclodes palliatus,,Jeremiah Trimble,2013-07-06,2013,7,6,1007,Peru,PE-LIM,Lima,,"PE-Junín Region - -11.6225x-76.2366 - Jul 9, 2013, 9:12 AM",-11.6225490,-76.2365640,"",,Unspecified,"","",,,,,,,S14606434,"",,,,"High Count: very careful count of this critically endangered bird; group of 4 in one area and 6 in another;",Cinclodes palliatus,whbcin1,Species,14481,,4.88,24,,1800,2750
263179641,Photo,Churrete de Vientre Blanco,Cinclodes palliatus,,Jeremiah Trimble,2013-07-06,2013,7,6,1007,Peru,PE-LIM,Lima,,"PE-Junín Region - -11.6225x-76.2366 - Jul 9, 2013, 9:12 AM",-11.6225490,-76.2365640,"",,Unspecified,"","",,,,,,,S14606434,"",,,,"High Count: very careful count of this critically endangered bird; group of 4 in one area and 6 in another;",Cinclodes palliatus,whbcin1,Species,14481,,4.60,55,,1972,2977
177942031,Photo,Pico-de-Cono de Ceja Blanca,Conirostrum ferrugineiventre,,Alfredo Cornejo,2019-09-11,2019,9,11,914,Peru,PE-CUS,Cuzco [Cusco],,Carretera a Manú--Paso Acjanaco (Valqui A1.1),-13.1992500,-71.6178000,Adult – 1,"Foraging or Eating; Vocalizing",Unspecified,"","",,,,,,,S59879501,"",,,,,Conirostrum ferrugineiventre,whbcon1,Species,34103,,5.00,18,"",1514,2691
167473601,Photo,Estrellita Amatista,Calliphlox amethystina,,Myles McNally,2019-06-23,2019,6,23,625,Peru,PE-SAM,San Martín,,Reserva Arena Blanca,-5.6825232,-77.6335144,Adult Male,,Unspecified,"","",,,,,,,S57631746,"",,,,,Calliphlox amethystina,amewoo1,Species,4655,,4.73,30,,2111,3000
420877391,Photo,Estrella de Pecho Negro,Oreotrochilus melanogaster,,Ben  Lucking,2022-02-10,2022,2,10,1054,Peru,PE-JUN,Junín,,RN de Junín--Mirador de Conoc,-11.0549620,-76.1568626,Adult Male – 1,,Unspecified,"","",,,,,,,S102398412,"",,,,,Oreotrochilus melanogaster,blbhil1,Species,4393,,4.86,22,,2647,3971
239207481,Photo,Tangara de Collar Dorado,Iridosornis jelskii,,Peter Hawrylyshyn,2016-09-18,2016,9,18,617,Peru,PE-CUS,Cuzco [Cusco],,ACP Pillco Grande--Carretera a Tres Cruces,-13.1569983,-71.6335483,Adult Male – 1,,Unspecified,"","",,,,,,,S31762278,"",,,,,Iridosornis jelskii,goctan3,Species,33764,,4.73,30,,1498,2246
61672531,Photo,Perdiz Cordillerana,Nothoprocta ornata,,Anonymous,2013-07-01,2013,7,1,1928,Peru,PE-JUN,Junín,,"Tarma region, Queso",-11.4054061,-75.8317780,"",,Unspecified,"","",,,,,,,S14981303,"",,,,,Nothoprocta ornata,orntin1,Species,139,,4.81,26,,2691,3928
70042521,Photo,Hoazín,Opisthocomus hoazin,,Timo Mitzen,2017-09-07,2017,9,7,600,Peru,PE-MDD,Madre de Dios,,Amazonía Lodge,-12.8702100,-71.3756400,"",,Unspecified,"","",,,,,,,S39161867,"",,,,,Opisthocomus hoazin,hoatzi1,Species,5086,,4.75,28,,3648,5472
214778671,Photo,Zambullidor de Junín,Podiceps taczanowskii,,Lars Petersson,2019-12-05,2019,12,5,530,Peru,PE-JUN,Junín,,RN de Junín--Lago Junín/Chinchaycocha,-11.0166885,-76.0913086,"","",Unspecified,"","",,,,,,,S63850061,"",,,"A pair of Junin Grebe, possibly facing extinction.",,Podiceps taczanowskii,jungre1,Species,1815,,4.90,20,Habitat,1080,1604
73005801,Photo,Garza Pileada,Pilherodius pileatus,,David Stejskal,2017-10-22,2017,10,22,645,Peru,PE-MDD,Madre de Dios,,Rio Tambopata between Refugio Amazonas and Infierno dock,-12.8649040,-69.4116190,"",,Unspecified,"","",,,,,,,S40072027,"",,,,,Pilherodius pileatus,capher1,Species,,,4.90,20,,1928,1493
61671151,Photo,Mosquerito Canela,Pyrrhomyias cinnamomeus,,Anonymous,2013-06-27,2013,6,27,630,Peru,PE-HUC,Huánuco,,Carpish Tunnel (Valqui D5.1),-9.7197960,-76.0989894,"",,Unspecified,"","",,,,,,,S20660046,"",,,,Including one hyper territorial pair photographed,Pyrrhomyias cinnamomeus,cinfly2,Species,15857,,4.90,20,,2982,4283
61000341,Photo,Gaviota Peruana,Larus belcheri,,Anonymous,2011-03-15,2011,3,15,0,Peru,PE-LIM,Lima,,Lima- Shopping Mall Beach,-12.1340585,-77.0344677,"",,Unspecified,"","",,,,,,,S7997978,"",,,,,Larus belcheri,belgul,Species,6311,,4.90,20,,3456,5184
416888231,Photo,Tangara de Flanco Pardo,Thlypopsis pectoralis,,Ben  Lucking,2022-02-08,2022,2,8,1321,Peru,PE-HUC,Huánuco,,Bosque Montepotrero,-9.9040398,-76.0597687,"",,Unspecified,"","",,,,,,,S102309040,"",,,,,Thlypopsis pectoralis,brftan1,Species,33583,,5.00,17,,3153,4730
205209831,Photo,Montañes Barbudo (nobilis),Oreonympha nobilis nobilis,,Carlos Calle Quispe,2018-07-30,2018,7,30,0,Peru,PE-CUS,Cuzco [Cusco],,"Ollantaytambo (-13.2573, -72.2628)",-13.2573000,-72.2628000,"",,Unspecified,"","",,IBC1512680,,,,,S65098983,"",,,"Eastern Mountaineer. Elevation: 2855 m. Date added to IBC: August 9, 2018.",IBC scientific name: Oreonympha nobilis.,Oreonympha nobilis,beamou3,Group,,,5.00,17,,733,1100
126507271,Photo,Zambullidor del Titicaca,Rollandia microptera,,"Ryan O'Donnell",2013-09-25,2013,9,25,1647,Peru,PE-PUN,Puno,,Lago Titicaca--Puno (Valqui 6.1),-15.8375239,-70.0155821,"",,Unspecified,"","",,,,,,,S15408959,"",,,,"Lifers, photographed.  These photos all show the first individual.",Rollandia microptera,titgre1,Species,1756,,5.00,17,,1856,2812
424827031,Photo,Pitajo Coronado (spodionota/boliviana),Ochthoeca frontalis spodionota/boliviana,,Ben  Lucking,2022-02-08,2022,2,8,535,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,"",,Unspecified,"","",,,,,,,S102308626,"",,,,,Ochthoeca frontalis,crocht3,Group,16506,,4.74,27,,1612,2419
298140721,Photo,Rayo-de-Sol Brillante,Aglaeactis cupripennis,,Peter Hawrylyshyn,2014-01-11,2014,1,11,730,Peru,PE-AMA,Amazonas,,Abra Barro Negro--Paso,-6.7724207,-77.8817368,Adult – 1,,Unspecified,"","",,,,,,,S79303527,"",,,,,Aglaeactis cupripennis,shisun1,Species,4500,,4.68,34,,,
99986071,Photo,Colibrí Cola de Espátula,Loddigesia mirabilis,,Carlos Ibañez,2018-05-12,2018,5,12,700,Peru,PE-AMA,Amazonas,,Reserva Huembo,-5.8576587,-77.9847295,"",,Unspecified,"","",,,,,,,S45639510,"",,,,,Loddigesia mirabilis,marspa1,Species,4499,,4.86,21,,2425,1619
205426881,Photo,Montañes Barbudo (nobilis),Oreonympha nobilis nobilis,,Peter Hawrylyshyn,2016-10-21,2016,10,21,0,Peru,PE-CUS,Cuzco [Cusco],,"Ollantaytambo (-13.2626, -72.2676)",-13.2626000,-72.2676000,"",,Unspecified,"","",,IBC1377112,,,,,S65130661,"",,,"Eastern Mountaineer (male) perched with wing stretch. Photo taken in gardens at Hotel Pakaritampu. Elevation: 2818 m. Date added to IBC: May 21, 2017.",IBC scientific name: Oreonympha nobilis.,Oreonympha nobilis,beamou3,Group,,,4.94,18,,2475,2325
172494681,Photo,Colibrí Multipunteado,Taphrospilus hypostictus,,Alex Wiebe,2019-08-03,2019,8,3,1159,Peru,PE-CUS,Cuzco [Cusco],,Cock-of-the-Rock Lodge & Manu Paradise Lodge,-13.0558486,-71.5452057,"",,Unspecified,"","",,,,,,,S58873812,"",,,,,Taphrospilus hypostictus,mashum1,Species,4860,,4.94,18,,,
64370551,Photo,Estrellita Amatista,Calliphlox amethystina,,Brian Sullivan,2017-07-17,2017,7,17,1330,Peru,PE-MDD,Madre de Dios,,Amazonía Lodge,-12.8702100,-71.3756400,Adult Male,,Unspecified,"","",,,,,,,S38242563,"",,,,,Calliphlox amethystina,amewoo1,Species,4655,,4.86,21,,1500,2500
420884581,Photo,Estrella de Pecho Negro,Oreotrochilus melanogaster,,Brandon Nidiffer,2022-02-10,2022,2,10,1054,Peru,PE-JUN,Junín,,RN de Junín--Mirador de Conoc,-11.0549620,-76.1568626,Adult Male – 1,,Unspecified,"","",,,,,,,S102446338,"",,,,,Oreotrochilus melanogaster,blbhil1,Species,4393,,4.89,19,,1370,2055
65096761,Photo,Tangara del Paraíso,Tangara chilensis,,Brian Sullivan,2017-07-16,2017,7,16,855,Peru,PE-CUS,Cuzco [Cusco],,"PE-Cuzco-CU-113 (-13.0392,-71.5086)",-13.0392470,-71.5085870,"",,Unspecified,"","",,,,,,,S38245373,"",,,,,Tangara chilensis,partan1,Species,33920,,4.78,23,,1500,2500
424831351,Photo,Tangara-de-Montaña de Dorso Dorado,Cnemathraupis aureodorsalis,,Ben  Lucking,2022-02-08,2022,2,8,535,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,"Adult – 1; Immature – 1","Carrying Food; Feeding Young; Foraging or Eating",Unspecified,"","",,,,,,,S102308626,"",,,,,Cnemathraupis aureodorsalis,gbmtan1,Species,33724,,4.61,36,"",2784,4176
416586981,Photo,Zambullidor de Junín,Podiceps taczanowskii,,Ben  Lucking,2022-02-10,2022,2,10,713,Peru,PE-JUN,Junín,,RN de Junín--Lago Junín/Chinchaycocha,-11.0166885,-76.0913086,"",,Unspecified,"","",,,,,,,S102398342,"",,,,,Podiceps taczanowskii,jungre1,Species,1815,,5.00,16,,1889,2834
131747751,Photo,Angel-del-Sol Real,Heliangelus regalis,,Nick Athanas,2011-10-19,2011,10,19,0,Peru,PE-AMA,Amazonas,,ACP Abra Patricia--Trocha Royal Sunangel,-5.6674640,-77.7707148,Adult Male,,Unspecified,"","",,,,,,,S51054461,"",,,,,Heliangelus regalis,roysun1,Species,4326,,5.00,16,,3182,4773
68177631,Photo,Gritador Unicornio (Camungo),Anhima cornuta,,Bradley Hacker 🦜,2017-09-01,2017,9,1,547,Peru,PE-MDD,Madre de Dios,,Cocha Blanco,-12.4047243,-70.7154751,"",,Unspecified,"","",,,,,,,S39026609,"",,,,,Anhima cornuta,horscr1,Species,,,4.85,20,,3331,4997
35398891,Photo,Colibrí Cola de Espátula,Loddigesia mirabilis,,Roger Ahlman,2016-09-06,2016,9,6,1500,Peru,PE-AMA,Amazonas,,Reserva Huembo,-5.8576587,-77.9847295,Male,,Unspecified,"","",,,,,,,S31618855,"",,,,,Loddigesia mirabilis,marspa1,Species,4499,,4.85,20,,2118,1722
420188211,Photo,Pardusco,Nephelornis oneilli,,Brandon Nidiffer,2022-02-08,2022,2,8,535,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,Adult – 1,,Unspecified,"","",,,,,,,S102446911,"",,,,,Nephelornis oneilli,pardus2,Species,33597,,4.75,24,,1464,2196
205514921,Photo,Gallinazo de Cabeza Amarilla Mayor,Cathartes melambrotus,,Jon Irvine,2018-08-10,2018,8,10,0,Peru,PE-MDD,Madre de Dios,,Tambopata Research Center,-13.1341956,-69.6108663,"",Flying,Unspecified,"","",,IBC1617233,,,,,S65115288,"",,,"An Adult in Flight Over the River. Elevation: 223 m. Date added to IBC: October 31, 2019.",,Cathartes melambrotus,gyhvul1,Species,,,4.94,17,"",2557,3836
66106031,Photo,Zafiro de Cola Dorada,Chrysuronia oenone,,Paul Fenwick,2017-07-19,2017,7,19,1219,Peru,PE-MDD,Madre de Dios,,Amazonía Lodge,-12.8702100,-71.3756400,"",,Unspecified,"","",,,,,,,S38301663,"",,,,,Chrysuronia oenone,gotsap1,Species,5018,,4.94,17,,2138,2791
155414371,Photo,Gaviotín Zarcillo,Larosterna inca,,Monica Paredes Mejia,2019-04-21,2019,4,21,1300,Peru,PE-LIM,Lima,,Playa La Herradura,-12.1754894,-77.0331425,"",,Unspecified,"","",,,,,,,S55682100,"",,,,,Larosterna inca,incter1,Species,6502,,4.60,35,,1365,2048
113865831,Photo,Garrapatero de Pico Liso,Crotophaga ani,,Alex Wiebe,2018-09-06,2018,9,6,1456,Peru,PE-MDD,Madre de Dios,,Dirt road north of Iberia,-11.4044560,-69.4749600,"",,Unspecified,"","",,,,,,,S48336917,"",,,,,Crotophaga ani,smbani,Species,2964,,4.77,22,,3075,4650
379166291,Photo,Tangara del Paraíso,Tangara chilensis,,Jory Teltser,2021-09-18,2021,9,18,645,Peru,PE-CUS,Cuzco [Cusco],,Cock-of-the-Rock Lodge & Manu Paradise Lodge,-13.0558486,-71.5452057,"",,Unspecified,"","",,,,,,,S94837301,"",,,,,Tangara chilensis,partan1,Species,33920,,4.81,21,,1132,1697
417775101,Photo,Gaviotín Zarcillo,Larosterna inca,,Ben  Lucking,2022-01-29,2022,1,29,827,Peru,PE-LIM,Lima,,El Salto del Fraile,-12.1705163,-77.0366330,Adult – 1,,Unspecified,"","",,,,,,,S101644501,"",,,,,Larosterna inca,incter1,Species,6502,,4.76,25,,2876,4314
61672671,Photo,Pato Jergón,Anas georgica,,Anonymous,2013-07-01,2013,7,1,1113,Peru,PE-JUN,Junín,,Lago Junin,-11.0406830,-76.0990390,"",,Unspecified,"","",,,,,,,S14981296,"",,,,,Anas georgica,yebpin1,Species,536,,4.76,25,,3149,5059
124851921,Photo,Garcita Estriada,Butorides striata,,Jorge Galván,2018-11-18,2018,11,18,600,Peru,PE-HUC,Huánuco,,Defensa ribereña orillas del rió Pozuzo,-9.6848986,-75.4961041,"",,Unspecified,"","",,,,,,,S50152367,"",,,,,Butorides striata,strher,Species,7189,,4.89,18,,3888,5184
72618911,Photo,Chotacabras Ocelado,Nyctiphrynus ocellatus,,Graham Montgomery,2017-08-25,2017,8,25,600,Peru,PE-MDD,Madre de Dios,,Pantiacolla Ridge - mid-elevations,-12.5747533,-71.3888597,"",,Unspecified,"","",,,,,,,S39236415,"",,,,,Nyctiphrynus ocellatus,ocepoo1,Species,,,4.89,18,,676,1202
82098181,Photo,Zafiro de Cola Dorada,Chrysuronia oenone,,Alex Wiebe,2018-01-13,2018,1,13,1340,Peru,PE-CUS,Cuzco [Cusco],,Estación Biológica Villa Carmen,-12.8949217,-71.4038157,"",,Unspecified,"","",,,,,,,S41880640,"",,,,,Chrysuronia oenone,gotsap1,Species,5018,,4.77,22,,2452,3634
379873931,Photo,Hoazín,Opisthocomus hoazin,,Jory Teltser,2021-09-20,2021,9,20,845,Peru,PE-MDD,Madre de Dios,,Cocha Machuhuasi,-12.8299733,-71.3772404,"",,Unspecified,"","",,,,,,,S94947535,"",,,,,Opisthocomus hoazin,hoatzi1,Species,,,4.84,19,,3078,4617
